Employee_ID,Gender,Years_Exp,Years_Seniority,Edu_Level,Perf,Job_Role,Job_Family,Job_Level,Job_Location,Market_Median,Salary,Bonus_FY,Total_Compensation
64961XXR,Male,6.8,3.3,bachelors,5.7,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,127579.1,25000.8,152579.5
45120GX0,Male,8,4,masters,2,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"Denver, CO",127666.44,127543,25000.3,152542.6
8806511L,Female,6.8,2.1,bachelors,2.8,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"Denver, CO",127666.44,127543.2,25000.2,152542.1
18562CRZ,Female,9.1,2.7,bachelors,2.8,Project Manager,Product and Project Management,Senior-Level,"New York, NY",216665.28,127526,25000.1,152526.7
2777870D,Female,9.8,7,bachelors,3.4,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,124978.1,27500,152478
38217YFH,Male,9.3,1.1,bachelors,2.1,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,127458.6,25000.3,152458.5
448450QN,Male,12.8,9.9,doctorate,2.5,AI Specialist,Data Science and Engineering,Senior-Level,"Denver, CO",169564.78,127454.8,25000,152453.3
983595R2,Male,5.3,3.1,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,132396.5,20000,152396.1
10943H0W,Male,7.6,1.9,masters,3.7,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,132396.8,20000.6,152396.6
40234VH7,Female,4.7,3.4,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,132396.9,20000.2,152396.3
6605585A,Female,3.5,0.4,masters,3.3,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,132396.6,20000.9,152396.5
50996YAY,Male,5.9,2.4,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,132396.7,20000.6,152396.9
5688879D,Male,8.4,4.6,masters,5.7,Product Owner,Product and Project Management,Senior-Level,"San Francisco, CA",236109.64,122379.2,30000.6,152379.4
74497VB1,Male,11.2,6.2,doctorate,2.8,Senior Software Engineer,Software Development,Senior-Level,"New York, NY",254891.52,127359.1,25000.3,152359.5
75147XEK,Male,7.8,2.6,masters,4.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,129850.4,22500,152349.3
14875Y2F,Female,4.2,0.6,masters,4.1,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,129850.1,22500.7,152349.7
97370HJW,Female,3.4,2.7,bachelors,4.1,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,129850.8,22500.7,152349
634552LU,Male,11.4,3.2,masters,2.5,Senior Software Engineer,Software Development,Senior-Level,"Chicago, IL",145555.04,127344.6,25000.2,152344.7
616267X3,Male,6.5,2.5,masters,4,Senior Software Engineer,Software Development,Senior-Level,"Los Angeles, CA",235965.28,124832.9,27500.6,152331.1
62763RUW,Male,7,1.8,doctorate,4.4,Product Manager,Product and Project Management,Senior-Level,"Boston, MA",215456.08,124816.3,27500.4,152316.7
9.24E+77,Female,9,6.6,doctorate,5.6,Product Manager,Product and Project Management,Senior-Level,"San Francisco, CA",260431.21,119804.3,32500.9,152303.2
902071VR,Female,7.6,0,masters,2.1,Project Manager,Product and Project Management,Senior-Level,"Los Angeles, CA",200577.42,127267.1,25000.2,152266.4
57366D9D,Female,9.3,1.2,masters,1.6,Product Manager,Product and Project Management,Senior-Level,"Seattle, WA",202189.08,129764,22500.2,152263.6
901773SD,Male,7.5,0.3,masters,4,Senior Software Engineer,Software Development,Senior-Level,"Seattle, WA",207507.84,124738.5,27500.6,152238
96257GAQ,Male,6,0.6,masters,3.2,Mobile Application Developer,Software Development,Mid-Level,"Denver, CO",138973.78,132228,20000.7,152227.6
70635E5G,Male,8.1,0,doctorate,4.1,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,124703.6,27500.6,152203
62683RXJ,Female,8.7,4.1,bachelors,2.2,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,124687,27500.8,152187.7
30705QJC,Female,5.8,0.6,bachelors,3,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,132181.1,20000.3,152180.7
177640XH,Male,7.5,5.3,masters,3.2,Mobile Application Developer,Software Development,Mid-Level,"Austin, TX",146333.38,132159.2,20000.5,152159.9
53451ECT,Female,11.1,1.2,doctorate,4.1,Senior Project Manager,Product and Project Management,Management-Level,"Atlanta, GA",154445.25,102156.1,50000.1,152155.5
524170OM,Male,9.4,6.3,bachelors,4.6,Senior Software Engineer,Software Development,Senior-Level,"Atlanta, GA",146372,124650,27500.2,152149.8
71993GDC,Male,10.6,0.5,doctorate,4.7,Senior Software Engineer,Software Development,Senior-Level,"Atlanta, GA",146372,124650.8,27500.8,152149.3
48490EBG,Male,5.1,2.4,bachelors,3.3,Backend Developer,Software Development,Mid-Level,"San Francisco, CA",240781.58,132142.4,20000.3,152142.4
382715RP,Female,7.9,6.7,bachelors,3.8,Mobile Application Developer,Software Development,Mid-Level,"San Francisco, CA",240781.58,132142.1,20000.4,152142.7
86458HSJ,Male,10.1,7.7,doctorate,2.3,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,127128.3,25000.2,152127.4
61591771,Male,7.7,6.5,doctorate,2,Network Engineer,IT and Systems Management,Senior-Level,"San Francisco, CA",212730.31,127125.5,25000,152125.5
29851BI1,Male,12.4,7.9,doctorate,4,DevOps Engineers,IT and Systems Management,Senior-Level,"San Francisco, CA",262001.61,124616.1,27500.3,152116.1
96150AQY,Male,12,3.2,bachelors,4.2,DevOps Engineers,IT and Systems Management,Senior-Level,"San Francisco, CA",262001.61,124616.7,27500.4,152116.4
62753G88,Male,6.6,5.8,doctorate,2.9,Product Owner,Product and Project Management,Senior-Level,"Denver, CO",136277.24,127069.2,25000.5,152069.5
833992IE,Male,11,4.2,bachelors,2.2,Product Manager,Product and Project Management,Senior-Level,"San Francisco, CA",260431.21,127045.3,25000.9,152045
18286X3Z,Male,7.7,3.1,bachelors,2.7,Product Manager,Product and Project Management,Senior-Level,"San Francisco, CA",260431.21,127045.3,25000.7,152045
757874W2,Male,11.4,8.8,doctorate,2.6,Product Manager,Product and Project Management,Senior-Level,"San Francisco, CA",260431.21,127045.3,25000.4,152045.4
22078EEM,Male,7.9,3.1,masters,2.9,Product Manager,Product and Project Management,Senior-Level,"San Francisco, CA",260431.21,127045.1,25000.9,152045.6
69814XQ1,Male,11.3,0.9,bachelors,2.2,Data Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",245041.29,127009.1,25000.1,152008.9
709381YP,Female,10.1,1.7,doctorate,2.4,Infrastructure Engineer,IT and Systems Management,Senior-Level,"San Francisco, CA",245041.29,127009,25000.2,152008
40931K8R,Female,7.6,0.4,masters,4.4,Product Manager,Product and Project Management,Senior-Level,"Chicago, IL",141824.23,121998.6,30000.4,151997.4
97529JIX,Female,12.3,2.4,doctorate,1.7,Data Scientist,Data Science and Engineering,Senior-Level,"San Francisco, CA",249831.01,129491.9,22500.3,151991.3
61351UM7,Female,7.1,5.4,bachelors,4.4,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,126986.5,25000.4,151985.7
670936PL,Male,6.9,1.3,bachelors,3.7,Scrum Master,Product and Project Management,Mid-Level,"San Francisco, CA",225411.29,131954.3,20000.8,151953.3
86938CRC,Male,11.1,9.7,masters,2.2,AI Specialist,Data Science and Engineering,Senior-Level,"Seattle, WA",228081.84,126950.2,25000.7,151949
42530T08,Male,6.8,4.6,doctorate,4.2,Project Manager,Product and Project Management,Senior-Level,"Boston, MA",187961.76,124444.1,27500.3,151944.2
83292L44,Female,4.8,2.7,bachelors,3.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,131919.3,20000.1,151919.3
656135S9,Female,5.8,1,bachelors,3.8,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,131919.4,20000.5,151919.4
35662UYG,Female,7.3,3.9,bachelors,3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,131919.7,20000.9,151919.2
231599NN,Male,4.3,1.3,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,131919.5,20000.7,151919.5
13555008,Male,5,0.5,bachelors,4.8,Frontend Developer,Software Development,Mid-Level,"Seattle, WA",171724.32,129411.5,22500.2,151911.7
10608HO4,Male,4.3,1.1,bachelors,4.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,129407.4,22500.5,151906.9
78513EU4,Female,3.7,0.7,bachelors,4.2,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,129407.7,22500.1,151906.3
261107T3,Female,10,2.1,masters,3.4,Product Manager,Product and Project Management,Senior-Level,"Boston, MA",215456.08,124400.9,27500.2,151900.5
74476KLN,Male,6.6,0,masters,5.6,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,126894.4,25000.5,151894.3
316507G6,Male,3.4,0.7,bachelors,4.9,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,129392.2,22500.2,151892.1
70601FVJ,Male,3.7,0.8,masters,4.2,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,129392.3,22500.9,151892.3
97699SNC,Female,4,3.7,bachelors,4.4,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,129392.5,22500,151892.2
65692NKA,Female,12.9,11.7,doctorate,4,Infrastructure Engineer,IT and Systems Management,Senior-Level,"Atlanta, GA",134192.25,124324.3,27500.4,151823.6
20005M7Y,Female,11.4,10.2,masters,5.8,Data Engineer,Data Science and Engineering,Senior-Level,"Atlanta, GA",134192.25,121812.6,30000.7,151812.6
41390W84,Female,6.2,3.6,doctorate,2.1,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"New York, NY",210936.96,126743.1,25000.7,151742.1
636981X8,Female,11.3,1.4,doctorate,3.5,HR Specialist,Human Resources,Senior-Level,"Denver, CO",133433.41,124227.5,27500.3,151727
71512DPH,Female,11.4,0.5,bachelors,2,Project Manager,Product and Project Management,Senior-Level,"Atlanta, GA",124420.5,126726.6,25000.1,151725.6
87316ZMW,Female,7.4,0.7,masters,4.2,Product Manager,Product and Project Management,Senior-Level,"Atlanta, GA",142620.25,121722.1,30000.6,151721.8
85206PXO,Female,6.3,2,doctorate,4.5,Product Manager,Product and Project Management,Senior-Level,"Atlanta, GA",142620.25,121722.2,30000.5,151721.2
11507W50,Male,7.4,2.2,bachelors,4.3,Backend Developer,Software Development,Mid-Level,"San Francisco, CA",240781.58,129206.3,22500.7,151705.3
463485HC,Female,4.9,0.3,bachelors,4.2,Backend Developer,Software Development,Mid-Level,"San Francisco, CA",240781.58,129206.2,22500.8,151705.2
86753GJY,Female,11.9,9.7,masters,3.3,Product Manager,Product and Project Management,Senior-Level,"San Francisco, CA",260431.21,124187.3,27500.4,151686.8
10809VMO,Female,10.1,6.1,bachelors,4.3,Data Engineer,Data Science and Engineering,Senior-Level,"Austin, TX",148922.19,124151.7,27500.1,151651.4
27978VY0,Female,3,0.2,masters,3.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,131640.9,20000.2,151639.6
912968IJ,Female,10.7,0.4,masters,4.1,Senior Software Engineer,Software Development,Senior-Level,"New York, NY",254891.52,124135.9,27500.8,151634.9
99098PZN,Male,6.2,4,doctorate,2.6,Senior Software Engineer,Software Development,Senior-Level,"Boston, MA",221123.84,126575.8,25000.6,151574.8
80119L7X,Male,4.3,3.2,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,131525,20000.2,151525.5
93986IDF,Male,4.9,3.2,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,131525.6,20000.5,151525
124107P8,Male,5.5,1.9,masters,3.8,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,131525.5,20000.4,151525.2
466545DU,Female,4.3,0.7,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,131525.8,20000,151525.1
259735GG,Female,10.6,5.8,doctorate,4.7,Data Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",245041.29,124020.5,27500.4,151520.4
49169YDO,Male,7.3,2.3,bachelors,4.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,128980.9,22500.7,151480.8
83068MEG,Female,3.6,2.4,bachelors,4.6,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,128980.5,22500.2,151480.5
67465643,Male,4.8,1.1,masters,4.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,128980.4,22500.6,151480.5
78938VNP,Male,5.9,2.3,masters,4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,128980.4,22500.3,151480.4
5894706F,Female,3.3,2,bachelors,4.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,128980.6,22500,151480.5
8000913M,Male,8.5,4.7,masters,4,Data Scientist,Data Science and Engineering,Senior-Level,"Austin, TX",151833.11,123941.5,27500.1,151441.7
3422179E,Female,9.4,7,bachelors,4.4,Data Scientist,Data Science and Engineering,Senior-Level,"Austin, TX",151833.11,123941,27500.8,151441.4
68859558,Female,7.5,3.9,masters,2.9,Data Engineer,Data Science and Engineering,Senior-Level,"Dallas, TX",127076.94,126425.9,25000.1,151424.3
72026OKW,Male,9.3,7.8,doctorate,5,DevOps Engineers,IT and Systems Management,Senior-Level,"San Francisco, CA",262001.61,121421,30000.8,151420
76012NML,Male,7,3.1,masters,4.3,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,128895,22500.3,151394.3
89830YK4,Male,5.1,1.8,bachelors,4.6,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,128895,22500.8,151394.5
873260YV,Male,7.3,6.7,bachelors,4.3,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,123868.8,27500.9,151367.8
38624EHE,Female,12.7,7.1,doctorate,4,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,123868.5,27500.8,151367.5
35752CS3,Female,12.9,11.7,bachelors,4.5,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,123868.9,27500.6,151367
50664I16,Female,8.7,2.2,masters,4.6,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,123868.1,27500.5,151367.2
89088GWA,Male,4.2,1.9,bachelors,5.2,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,126321.6,25000,151320.9
86057HYR,Male,7.6,1.5,bachelors,5.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,126321,25000.7,151320.5
56049YHT,Female,3.6,2.5,bachelors,5.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,126321.2,25000.3,151320.8
9876816W,Male,8.1,3.9,doctorate,2,Product Manager,Product and Project Management,Senior-Level,"Boston, MA",215456.08,126302.4,25000.8,151302.2
407880HO,Male,8.5,5.7,bachelors,4.9,DevOps Engineers,IT and Systems Management,Senior-Level,"Seattle, WA",203408.28,123783.7,27500.2,151283.2
66407L4M,Male,7.2,6.3,masters,3.4,Frontend Developer,Software Development,Mid-Level,"Seattle, WA",171724.32,131265.3,20000.6,151264.8
42917UYU,Female,6.6,0.9,bachelors,5.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,126264.6,25000.2,151264.3
46221DL3,Female,8.4,7.3,doctorate,1.6,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,128757.2,22500.6,151257
38144LMO,Male,12.8,9,doctorate,1.4,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,128757.2,22500,151257
17457NRM,Female,7.4,2.5,doctorate,2.7,Senior Software Engineer,Software Development,Senior-Level,"Denver, CO",154269.28,126232.8,25000.5,151231.9
29603T3Y,Male,10.6,0.3,doctorate,2.1,Data Scientist,Data Science and Engineering,Senior-Level,"Denver, CO",144196.91,126222.7,25000,151221
66086HS3,Male,9.9,7.9,masters,2.1,Product Manager,Product and Project Management,Senior-Level,"Dallas, TX",135058.06,126221.6,25000.5,151221.3
33241BNX,Female,6.3,4.9,bachelors,1.6,Project Manager,Product and Project Management,Senior-Level,"New York, NY",216665.28,128719.5,22500.2,151218.1
6045739Y,Female,6.5,1.2,bachelors,4.3,Frontend Developer,Software Development,Mid-Level,"Seattle, WA",171724.32,128716.6,22500.4,151215
65540B09,Female,7,0.3,bachelors,4.1,Frontend Developer,Software Development,Mid-Level,"Seattle, WA",171724.32,128716.7,22500.8,151215.4
16377G9W,Female,15.4,0.8,doctorate,1,Human Resources Business Partner,Human Resources,Management-Level,"San Francisco, CA",256544.47,113698.3,37500.3,151198
32184ARB,Female,6.8,4.4,masters,4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,126198.8,25000.9,151198.8
20907YE6,Male,12.9,3.9,masters,4.7,Data Scientist,Data Science and Engineering,Senior-Level,"Dallas, TX",129560.86,123688.1,27500.4,151187
260290A5,Male,9.7,4,masters,4.1,Data Scientist,Data Science and Engineering,Senior-Level,"Dallas, TX",129560.86,123688.7,27500.6,151187.8
46789W3U,Female,5.6,2.2,masters,2.1,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,133669.6,17500,151169.2
62337Y5R,Female,6.7,3,bachelors,5,Frontend Developer,Software Development,Mid-Level,"Atlanta, GA",121131,126167.7,25000.2,151167.1
42501676,Female,7.2,0.9,masters,3.8,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,131123.5,20000.6,151123.6
78466PFW,Male,3.3,1.2,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,131123.4,20000,151123.3
9.21E+08,Female,4.3,0.7,masters,2.3,Mobile Application Developer,Software Development,Mid-Level,"San Francisco, CA",240781.58,133610.1,17500.9,151110.9
320797JV,Female,4,0.3,bachelors,2.2,Backend Developer,Software Development,Mid-Level,"San Francisco, CA",240781.58,133610.8,17500.1,151110.9
71095VM9,Male,7.6,3.4,masters,5.6,Project Manager,Product and Project Management,Senior-Level,"Austin, TX",138077.82,121106.1,30000.7,151106.1
10716EY2,Female,7.1,3.5,masters,4.2,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,128577.9,22500.4,151076.3
57479WN8,Female,3.2,2.3,masters,4.3,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,128577.1,22500,151076.1
20209DMZ,Female,5.3,1.7,bachelors,4.9,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,128577.4,22500.6,151076.8
23982QZ0,Male,7.5,2.7,masters,2.9,Project Manager,Product and Project Management,Senior-Level,"Seattle, WA",176387.76,126073.6,25000.4,151072.8
15921JJX,Male,5.3,0.4,bachelors,2.7,Backend Developer,Software Development,Mid-Level,"Los Angeles, CA",212569.78,133540.8,17500,151040.1
11294AET,Female,4.2,2.8,masters,5.8,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,126031.4,25000,151030.6
